novada kods,Izglītības iestāde,Centralizētais eksāmens,vidējais vērtējums,skaits,<5%,5-9%,10-19%,20-29%,30-39%,40-49%,50-59%,60-69%,70-79%,80-89%,90-100%
157,J. Čakstes Liepājas pilsētas 10. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,24.5,14,,2,4,1,6,1,,,,,
157,J. Čakstes Liepājas pilsētas 10. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,51.2,2,,,,,,1,1,,,,
157,J. Čakstes Liepājas pilsētas 10. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,45.1,15,,,,,4,8,2,1,,,
157,J. Čakstes Liepājas pilsētas 10. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,26.7,1,,,,1,,,,,,,
126,J. Raiņa Daugavpils 6. pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,29.9,16,,,4,5,5,2,,,,,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,69.8,35,,,,,2,2,2,11,7,11,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,58.7,1,,,,,,,1,,,,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,49.4,8,,,,,2,1,4,1,,,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,37.8,40,,,1,6,20,8,2,3,,,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,61.5,72,,,,3,6,7,13,17,20,5,1
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens matemātikā 12.klasei,34.2,39,,1,9,11,7,1,3,5,1,1,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,32.9,5,,,,2,2,,1,,,,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens fizikā 12.klasē,46.7,6,,,,,1,2,3,,,,
185,J.G.Herdera Rīgas Grīziņkalna vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,50.4,3,,,,,,1,2,,,,
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,60.5,21,,,,,3,3,3,7,3,2,
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,91.2,1,,,,,,,,,,,1
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,59.1,19,,,,,1,2,8,5,1,2,
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,49.8,25,,,,1,5,6,7,4,,2,
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,72.0,24,,,,,,2,2,8,5,3,4
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,60.0,25,,1,,1,3,2,6,4,3,2,3
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,55.2,18,,,,3,1,2,4,4,2,1,1
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,35.7,2,,,1,,,,1,,,,
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,50.3,19,,,,1,2,6,8,1,,1,
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,53.0,2,,,,,,1,,1,,,
126,J.Pilsudska Daugavpils valsts poļu ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,39.6,3,,,,,2,,1,,,,
185,Jankas Kupalas Rīgas Baltkrievu pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,60.3,10,,,,,,4,2,1,2,1,
184,Jaņa Rozentāla Mākslas skola (prof.) (strukt.),Centralizētais eksāmens angļu valodā 12.klasē,85.2,49,,,,,,,1,2,10,18,18
184,Jaņa Rozentāla Mākslas skola (prof.) (strukt.),Centralizētais eksāmens krievu valodā 12.klasei,86.7,6,,,,,,,,,1,2,3
184,Jaņa Rozentāla Mākslas skola (prof.) (strukt.),Centralizētais eksāmens latviešu valodā 12.klasei,69.7,28,,,,,,4,4,4,7,7,2
184,Jaņa Rozentāla Mākslas skola (prof.) (strukt.),Centralizētais eksāmens matemātikā 12.klasei,46.7,28,,,1,2,6,7,7,4,1,,
184,Jaņa Rozentāla Mākslas skola (prof.) (strukt.),Centralizētais eksāmens bioloģijā 12.klasei,62.0,1,,,,,,,,1,,,
102,Jaunjelgavas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,68.6,11,,,,1,,1,,3,2,3,1
102,Jaunjelgavas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,84.7,2,,,,,,,,,,2,
102,Jaunjelgavas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,50.3,13,,,,,3,5,2,2,1,,
102,Jaunjelgavas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,39.1,13,,,1,5,4,,,1,1,1,
102,Jaunjelgavas vidusskola,Centralizētais eksāmens fizikā 12.klasē,56.0,1,,,,,,,1,,,,
122,Jauno Līderu vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,57.6,6,,,1,,,1,,2,2,,
122,Jauno Līderu vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,11.8,6,,3,2,1,,,,,,,
122,Jauno Līderu vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,48.3,6,,,,,1,3,1,1,,,
170,Jaunogres vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,56.5,21,,,,2,5,1,2,4,5,2,
170,Jaunogres vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,42.7,21,,,1,4,6,2,4,4,,,
170,Jaunogres vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,67.7,61,,,,1,2,4,11,10,21,12,
170,Jaunogres vidusskola,Centralizētais eksāmens matemātikā 12.klasei,41.7,21,,,5,4,3,1,2,3,1,2,
170,Jaunogres vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,74.7,2,,,,,,,,1,,1,
170,Jaunogres vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,66.0,1,,,,,,,,1,,,
170,Jaunogres vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,88.2,1,,,,,,,,,,1,
122,Jaunpiebalgas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,64.1,10,,,,,1,,2,3,3,1,
122,Jaunpiebalgas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,64.1,10,,,,,,2,1,4,2,1,
122,Jaunpiebalgas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,33.4,10,,,1,4,2,1,2,,,,
122,Jaunpiebalgas vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,70.3,4,,,,,,,,2,2,,
122,Jaunpiebalgas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,31.3,1,,,,,1,,,,,,
209,Jaunpils vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,66.0,7,,,1,,,1,,1,1,3,
209,Jaunpils vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,68.4,5,,,,,,,1,3,,,1
209,Jaunpils vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,54.6,7,,,,,1,1,2,2,1,,
209,Jaunpils vidusskola,Centralizētais eksāmens matemātikā 12.klasei,34.4,7,,,1,3,1,1,1,,,,
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,79.6,23,,,,,,1,,2,6,13,1
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,80.3,15,,,,,,,1,1,4,8,1
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,62.2,25,,,1,,1,5,6,2,4,6,
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,67.9,38,,,,,3,1,8,7,11,6,2
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,49.6,38,,1,3,6,4,6,3,7,4,3,1
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,65.8,17,,,,,1,1,5,4,2,2,2
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,67.1,6,,,,,,,2,1,2,1,
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,65.0,7,,,,,,1,,4,2,,
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,51.8,2,,,,,,1,1,,,,
176,Jāņa Eglīša Preiļu Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,49.9,5,,,,,1,,4,,,,
181,Jāņa Ivanova Rēzeknes mūzikas vidusskola (prof.),Centralizētais eksāmens angļu valodā 12.klasē,62.7,8,,,,,,1,4,,2,1,
181,Jāņa Ivanova Rēzeknes mūzikas vidusskola (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,59.4,8,,,,,1,1,2,2,2,,
181,Jāņa Ivanova Rēzeknes mūzikas vidusskola (prof.),Centralizētais eksāmens matemātikā 12.klasei,68.8,8,,,,,1,,1,2,,4,
186,Jāzepa Mediņa Rīgas Mūzikas vidusskola (prof.),Centralizētais eksāmens angļu valodā 12.klasē,76.8,24,,,,,,1,,4,9,9,1
186,Jāzepa Mediņa Rīgas Mūzikas vidusskola (prof.),Centralizētais eksāmens vācu valodā 12.klasē,64.5,2,,,,,,,1,1,,,
186,Jāzepa Mediņa Rīgas Mūzikas vidusskola (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,70.2,26,,,,,1,3,1,6,6,9,
186,Jāzepa Mediņa Rīgas Mūzikas vidusskola (prof.),Centralizētais eksāmens matemātikā 12.klasei,40.6,31,,,1,7,10,7,1,4,1,,
186,Jāzepa Mediņa Rīgas Mūzikas vidusskola (prof.),Centralizētais eksāmens ķīmijā 12.klasē,22.0,1,,,,1,,,,,,,
186,Jāzepa Mediņa Rīgas Mūzikas vidusskola (prof.),Centralizētais eksāmens bioloģijā 12.klasei,39.3,1,,,,,1,,,,,,
143,Jelgavas 4. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,75.8,46,,,,1,,,3,7,16,13,6
143,Jelgavas 4. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,80.8,11,,,,,,,,1,4,5,1
143,Jelgavas 4. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,58.2,50,,,4,3,5,3,7,11,8,8,1
143,Jelgavas 4. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,56.3,53,,,1,1,5,11,13,12,6,4,
143,Jelgavas 4. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,30.8,53,1,1,8,19,12,5,5,2,,,
143,Jelgavas 4. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,24.0,50,2,9,12,10,10,4,1,1,1,,
143,Jelgavas 4. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,71.9,3,,,,,,,1,1,,,1
143,Jelgavas 4. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,61.0,21,,,,,,5,3,6,6,1,
143,Jelgavas 4. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,39.1,3,,,,1,,2,,,,,
143,Jelgavas 4. vidusskola,Centralizētais eksāmens fizikā 12.klasē,25.3,1,,,,1,,,,,,,
143,Jelgavas 5. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,64.2,29,,,,1,3,2,5,4,8,4,2
143,Jelgavas 5. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,56.8,46,,,1,3,3,11,6,10,8,4,
143,Jelgavas 5. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,39.7,29,,,,7,11,6,2,2,1,,
143,Jelgavas 5. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,67.0,42,,,,1,,1,11,9,16,3,1
143,Jelgavas 5. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,54.0,29,,,,3,7,7,3,2,,2,5
143,Jelgavas 5. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,45.3,46,,3,4,7,4,5,8,9,4,2,
143,Jelgavas 5. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,38.7,2,,,,1,,,1,,,,
143,Jelgavas 5. vidusskola,Centralizētais eksāmens fizikā 12.klasē,54.4,3,,,,1,,,,1,1,,
143,Jelgavas Amatu vidusskola (prof.),Centralizētais eksāmens angļu valodā 12.klasē,40.8,18,,,2,3,7,1,1,1,2,1,
143,Jelgavas Amatu vidusskola (prof.),Centralizētais eksāmens krievu valodā 12.klasei,65.1,31,,,,2,1,6,1,5,7,8,1
143,Jelgavas Amatu vidusskola (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,29.5,50,2,1,8,22,5,7,3,1,1,,
143,Jelgavas Amatu vidusskola (prof.),Centralizētais eksāmens matemātikā 12.klasei,10.7,54,10,24,16,1,2,1,,,,,
143,Jelgavas cietums (prof.) (strukt.),Centralizētais eksāmens krievu valodā 12.klasei,77.3,4,,,,,,,1,,1,2,
143,Jelgavas cietums (prof.) (strukt.),Centralizētais eksāmens latviešu valodā 12.klasei,48.9,4,,,,,1,1,1,1,,,
143,Jelgavas cietums (prof.) (strukt.),Centralizētais eksāmens matemātikā 12.klasei,16.9,4,,,2,2,,,,,,,
143,Jelgavas Mūzikas vidusskola (prof.),Centralizētais eksāmens angļu valodā 12.klasē,71.3,3,,,,,,,1,,1,1,
143,Jelgavas Mūzikas vidusskola (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,61.1,7,,,,,,2,2,1,1,1,
143,Jelgavas Mūzikas vidusskola (prof.),Centralizētais eksāmens matemātikā 12.klasei,32.3,7,,1,,2,2,1,1,,,,
142,Jelgavas novada Neklātienes vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,53.0,56,,,2,6,10,6,9,10,8,4,1
142,Jelgavas novada Neklātienes vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,73.2,23,,,,,,1,1,6,7,8,
142,Jelgavas novada Neklātienes vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,50.8,27,,,3,3,3,2,6,4,4,2,
142,Jelgavas novada Neklātienes vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,40.0,77,1,1,,13,22,25,12,3,,,
142,Jelgavas novada Neklātienes vidusskola,Centralizētais eksāmens matemātikā 12.klasei,14.1,83,6,22,42,9,1,1,2,,,,
142,Jelgavas novada Neklātienes vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,43.3,1,,,,,,1,,,,,
142,Jelgavas novada Neklātienes vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,89.4,1,,,,,,,,,,1,
143,Jelgavas Paula Bendrupa pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,35.3,2,,,,,2,,,,,,
143,Jelgavas Pārlielupes pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,56.8,59,,,1,4,5,12,12,11,9,5,
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,82.5,76,,,,,1,1,2,6,12,31,23
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,92.6,8,,,,,,,,,,,8
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,77.8,83,,,,1,,3,7,9,15,32,16
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,70.0,76,,,,,1,3,10,24,21,13,4
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,50.9,76,,,3,10,9,19,9,11,9,3,3
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,74.3,2,,,,,,,,1,,1,
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,44.3,84,,1,10,11,16,16,8,10,7,5,
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,50.0,2,,,,,1,,,1,,,
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,68.1,84,,,,,,5,20,20,20,18,1
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,64.3,7,,,,,,3,,,2,2,
143,Jelgavas Spīdolas Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,60.1,8,,,,,1,1,1,2,2,1,
143,Jelgavas Tehnikums (prof.),Centralizētais eksāmens angļu valodā 12.klasē,59.4,133,,,4,14,11,16,20,19,18,24,7
143,Jelgavas Tehnikums (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,41.0,201,,1,4,39,60,51,24,16,6,,
143,Jelgavas Tehnikums (prof.),Centralizētais eksāmens matemātikā 12.klasei,21.0,214,19,29,67,50,29,12,4,3,1,,
143,Jelgavas Tehnikums (prof.),Centralizētais eksāmens matemātikā vispārīgajā līmenī,33.6,26,,1,4,5,9,4,,2,,,1
143,Jelgavas Tehnikums (prof.),Centralizētais eksāmens fizikā 12.klasē,28.9,8,,,1,3,4,,,,,,
143,Jelgavas Tehnikums (prof.),Centralizētais eksāmens bioloģijā 12.klasei,52.7,1,,,,,,,1,,,,
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,68.0,31,,,,,3,3,4,4,6,11,
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,79.5,9,,,,,,,,1,4,3,1
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,65.8,20,,,,1,3,1,1,3,4,5,2
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,57.2,39,,,,2,2,8,11,8,7,,1
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens matemātikā 12.klasei,30.0,40,1,,9,17,6,1,3,1,,1,1
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,63.7,2,,,,,,1,,,,1,
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,34.8,16,1,,3,4,2,2,1,1,2,,
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,56.1,20,,,,1,,5,6,5,2,1,
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens fizikā 12.klasē,33.0,2,,,,,2,,,,,,
143,Jelgavas Tehnoloģiju vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,20.0,1,,,,1,,,,,,,
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,79.9,107,,,,,,2,6,12,30,32,25
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,88.9,18,,,,,,,,,2,7,9
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,73.3,108,,,,,2,6,13,12,30,39,6
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens vācu valodā 12.klasē,89.4,1,,,,,,,,,,1,
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,66.5,108,,,,,4,6,21,32,26,17,2
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,52.3,108,,,1,22,10,16,15,15,16,12,1
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,60.0,13,,,,1,2,,3,1,4,2,
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,80.5,3,,,,,,,,,1,2,
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,56.5,7,,,,,1,2,1,1,2,,
143,Jelgavas Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,57.1,11,,,,,2,2,2,3,1,1,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,55.5,28,,,,2,3,8,4,3,4,4,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,49.3,22,,,2,,4,6,5,2,1,2,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,39.9,27,,,3,5,7,4,6,1,1,,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,64.4,43,,,,2,4,2,7,10,10,8,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,31.2,28,,5,6,2,5,6,2,1,1,,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,29.8,22,,3,4,6,3,4,,,2,,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens fizikā 12.klasē,55.7,2,,,,,,1,,,1,,
144,Jēkabpils 2. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,29.8,3,,,,2,1,,,,,,
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,71.9,44,,,,1,,2,7,8,7,17,2
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,83.4,10,,,,,,,,,4,4,2
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,51.8,27,,,2,5,3,3,3,5,1,4,1
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,58.4,49,,,,1,4,11,11,15,4,1,2
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,33.2,49,1,,13,14,4,5,6,5,1,,
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,19.6,25,1,5,10,4,3,1,,1,,,
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,64.0,3,,,,,,,,3,,,
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,55.8,30,,,,1,4,6,8,5,4,2,
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,54.7,6,,,,,,1,3,2,,,
144,Jēkabpils 3. vidusskola,Centralizētais eksāmens fizikā 12.klasē,32.0,1,,,,,1,,,,,,
144,Jēkabpils Agrobiznesa koledža,Centralizētais eksāmens angļu valodā 12.klasē,70.8,49,,,,2,2,4,4,4,12,19,2
144,Jēkabpils Agrobiznesa koledža,Centralizētais eksāmens krievu valodā 12.klasei,58.6,5,,,,,1,,2,,2,,
144,Jēkabpils Agrobiznesa koledža,Centralizētais eksāmens latviešu valodā 12.klasei,48.5,72,,,3,7,17,13,15,10,5,2,
144,Jēkabpils Agrobiznesa koledža,Centralizētais eksāmens matemātikā 12.klasei,24.8,74,1,14,20,16,7,8,4,4,,,
163,Jēkabpils Agrobiznesa koledžas Barkavas struktūrvienība (strukt.),Centralizētais eksāmens angļu valodā 12.klasē,37.1,26,,,8,6,3,2,1,3,1,2,
163,Jēkabpils Agrobiznesa koledžas Barkavas struktūrvienība (strukt.),Centralizētais eksāmens latviešu valodā 12.klasei,32.9,26,,,,14,5,5,2,,,,
163,Jēkabpils Agrobiznesa koledžas Barkavas struktūrvienība (strukt.),Centralizētais eksāmens matemātikā 12.klasei,17.2,26,,,18,7,1,,,,,,
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,80.3,66,,,,,1,1,3,8,13,27,13
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,81.5,9,,,,,,,1,,2,5,1
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,71.8,47,,,,1,1,1,10,6,9,14,5
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,69.6,69,,,,,,2,11,25,16,13,2
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,46.6,69,,,1,13,15,15,8,7,6,4,
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,70.0,3,,,,,,,,1,2,,
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,42.3,36,,1,2,7,8,6,4,5,2,,1
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,61.2,10,,,,,2,,2,2,3,1,
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,56.8,11,,,,,,3,4,4,,,
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,56.1,12,,,,,2,1,4,2,3,,
144,Jēkabpils Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,61.2,12,,,,,1,1,4,2,3,1,
146,JŪRMALA (strukt.),Centralizētais eksāmens angļu valodā 12.klasē,72.8,10,,,,,1,,,2,3,4,
146,JŪRMALA (strukt.),Centralizētais eksāmens angļu valodā optimālajā līmenī,30.1,2,,,1,,,1,,,,,
146,JŪRMALA (strukt.),Centralizētais eksāmens latviešu valodā 12.klasei,52.9,10,,,,,,6,1,3,,,
146,JŪRMALA (strukt.),Centralizētais eksāmens matemātikā 12.klasei,30.5,10,,1,2,3,2,,1,,,1,
146,JŪRMALA (strukt.),Centralizētais eksāmens matemātikā optimālajā līmenī,9.7,7,,3,4,,,,,,,,
146,JŪRMALA (strukt.),Centralizētais eksāmens fizikā 12.klasē,40.0,1,,,,,,1,,,,,
146,Jūrmalas Jaundubultu vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,60.9,10,,,,1,,2,1,3,2,1,
146,Jūrmalas Jaundubultu vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,38.5,11,,,1,3,3,1,1,2,,,
146,Jūrmalas Jaundubultu vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,59.5,39,,,,1,3,5,10,9,8,3,
146,Jūrmalas Jaundubultu vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,35.5,11,,1,1,4,1,3,,,,,1
146,Jūrmalas Jaundubultu vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,35.8,3,,,1,,1,,1,,,,
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,59.0,26,,,1,2,2,3,5,4,6,2,1
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,56.5,12,,,,2,,3,2,3,,1,1
