novada kods,Izglītības iestāde,Centralizētais eksāmens,vidējais vērtējums,skaits,<5%,5-9%,10-19%,20-29%,30-39%,40-49%,50-59%,60-69%,70-79%,80-89%,90-100%
186,Rīgas 49. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,69.7,73,,,,,,3,9,27,15,15,4
186,Rīgas 49. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,60.6,73,,,,4,7,9,11,20,10,11,1
186,Rīgas 49. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,76.9,1,,,,,,,,,1,,
186,Rīgas 49. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,50.4,7,,,,,1,1,4,1,,,
186,Rīgas 49. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,57.8,18,,,,,1,4,4,5,4,,
185,Rīgas 51. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,55.8,27,,,,1,2,8,5,7,2,2,
185,Rīgas 51. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,34.9,26,,,2,8,8,5,2,,1,,
185,Rīgas 51. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,63.3,41,,,,2,4,2,7,7,12,6,1
185,Rīgas 51. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,37.2,26,,,3,9,5,1,4,2,2,,
185,Rīgas 51. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,51.3,1,,,,,,,1,,,,
185,Rīgas 6. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,82.0,51,,,,,1,,,4,11,23,12
185,Rīgas 6. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,83.2,2,,,,,,,,,,2,
185,Rīgas 6. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,56.7,9,,,,,1,2,3,2,,1,
185,Rīgas 6. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,61.9,51,,,,2,2,4,15,13,11,4,
185,Rīgas 6. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,43.7,51,,,3,11,10,11,8,2,2,3,1
185,Rīgas 6. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,45.6,22,,,3,5,2,3,3,2,,3,1
185,Rīgas 6. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,73.8,2,,,,,,,,1,1,,
185,Rīgas 6. vidusskola,Centralizētais eksāmens fizikā 12.klasē,40.5,4,,,,1,1,2,,,,,
185,Rīgas 6. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,54.2,4,,,,,,2,1,,1,,
185,Rīgas 6. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,86.8,1,,,,,,,,,,1,
185,Rīgas 6. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,72.0,1,,,,,,,,,1,,
186,Rīgas 63. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,60.5,23,,,1,,2,4,5,2,4,4,1
186,Rīgas 63. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,31.9,23,,,3,10,6,2,1,1,,,
186,Rīgas 63. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,51.0,51,,,,6,9,10,10,9,4,3,
186,Rīgas 63. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,43.9,23,,,2,5,4,4,2,2,2,2,
186,Rīgas 63. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,40.0,2,,1,,,,,,,1,,
186,Rīgas 63. vidusskola,Centralizētais eksāmens fizikā 12.klasē,67.3,1,,,,,,,,1,,,
186,Rīgas 64. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,81.7,96,,,,1,,,3,7,22,43,20
186,Rīgas 64. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,81.8,80,,,,,,,1,8,22,33,16
186,Rīgas 64. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,86.6,3,,,,,,,,,,3,
186,Rīgas 64. vidusskola,Centralizētais eksāmens vācu valodā optimālajā līmenī,61.3,1,,,,,,,,1,,,
186,Rīgas 64. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,71.2,101,,,,,,2,13,32,29,20,5
186,Rīgas 64. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,51.3,101,,,,8,19,23,24,11,8,4,4
186,Rīgas 64. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,65.1,1,,,,,,,,1,,,
186,Rīgas 64. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,51.3,103,,,4,7,19,20,14,22,12,4,1
186,Rīgas 64. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,55.1,6,,,,,1,1,2,1,1,,
186,Rīgas 64. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,66.3,106,,,,,,10,26,23,32,13,2
186,Rīgas 64. vidusskola,Centralizētais eksāmens fizikā 12.klasē,55.5,10,,,,,2,1,5,,1,1,
186,Rīgas 64. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,43.6,11,,,,1,2,4,4,,,,
185,Rīgas 65. pamatskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,51.9,25,,,,2,3,8,5,1,5,1,
188,Rīgas 66. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,65.8,9,,,,,2,,1,1,2,3,
188,Rīgas 66. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,68.9,7,,,,,1,,1,1,2,2,
188,Rīgas 66. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,88.3,1,,,,,,,,,,1,
188,Rīgas 66. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,45.8,7,,,1,1,1,1,1,1,1,,
188,Rīgas 66. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,53.0,6,,,,,,1,5,,,,
188,Rīgas 66. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,28.2,8,,1,1,2,3,1,,,,,
188,Rīgas 66. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,75.9,1,,,,,,,,,1,,
188,Rīgas 66. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,72.6,4,,,,,,,1,1,1,1,
184,Rīgas 71. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,59.8,23,,,,1,1,3,5,9,3,1,
184,Rīgas 71. vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,51.8,4,,,,,,2,2,,,,
184,Rīgas 71. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,61.5,11,,,,,,4,2,1,1,3,
184,Rīgas 71. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,39.4,27,,,,7,10,4,3,2,1,,
184,Rīgas 71. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,65.1,48,,,,1,,5,9,15,9,8,1
184,Rīgas 71. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,49.7,27,,,,4,7,4,5,1,2,3,1
184,Rīgas 71. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,52.8,10,,,2,,1,1,1,3,,2,
184,Rīgas 71. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,47.3,1,,,,,,1,,,,,
185,Rīgas 72. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,72.2,37,,,,,3,1,3,7,11,8,4
185,Rīgas 72. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,47.1,36,,,1,3,10,7,7,3,5,,
185,Rīgas 72. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,62.1,110,,,,4,8,9,24,29,24,12,
185,Rīgas 72. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,49.8,35,1,,,4,7,10,1,5,5,1,1
185,Rīgas 72. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,41.4,27,,,4,6,3,6,2,3,2,1,
185,Rīgas 72. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,47.1,23,,,,1,8,5,3,5,1,,
185,Rīgas 72. vidusskola,Centralizētais eksāmens fizikā 12.klasē,71.8,4,,,,,,,1,,2,1,
185,Rīgas 72. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,41.7,2,,,,,1,1,,,,,
186,Rīgas 74. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,49.7,22,,,1,3,4,4,2,4,3,1,
186,Rīgas 74. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,32.5,20,,1,2,7,5,3,1,1,,,
186,Rīgas 74. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,58.0,59,,,1,3,5,11,11,11,11,6,
186,Rīgas 74. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,41.5,18,,,3,2,3,3,3,3,1,,
186,Rīgas 74. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,25.0,2,,,,2,,,,,,,
186,Rīgas 74. vidusskola,Centralizētais eksāmens fizikā 12.klasē,33.0,2,,,,,2,,,,,,
186,Rīgas 74. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,33.7,2,,,,,2,,,,,,
185,Rīgas 75. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,61.3,19,,,,,1,3,6,3,3,3,
185,Rīgas 75. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,42.2,19,,1,,4,4,5,2,,3,,
185,Rīgas 75. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,55.5,47,,,2,2,7,10,7,7,6,5,1
185,Rīgas 75. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,33.0,19,1,2,3,4,2,2,3,1,1,,
185,Rīgas 75. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,38.7,2,,,,1,,,1,,,,
186,Rīgas 80. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,64.3,23,,,,,1,3,4,7,4,4,
186,Rīgas 80. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,55.2,10,,,,,2,4,,2,1,,1
186,Rīgas 80. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,38.5,24,,,2,4,9,4,3,2,,,
186,Rīgas 80. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,65.0,49,,,,1,3,6,6,12,13,7,1
186,Rīgas 80. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,47.0,24,,,4,2,3,5,2,3,4,1,
186,Rīgas 80. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,58.7,1,,,,,,,1,,,,
186,Rīgas 80. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,46.0,2,,,,,1,,1,,,,
186,Rīgas 84. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,74.7,60,,,1,,3,3,3,6,15,19,10
186,Rīgas 84. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,67.9,4,,,,,,,1,1,1,1,
186,Rīgas 84. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,74.4,25,,,,,,1,4,5,3,9,3
186,Rīgas 84. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,56.9,64,,,,4,5,14,12,15,7,6,1
186,Rīgas 84. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,36.6,66,4,6,12,9,12,6,3,4,2,3,5
186,Rīgas 84. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,59.1,3,,,,,,,2,,1,,
186,Rīgas 84. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,56.3,46,,,,5,9,7,3,6,8,8,
186,Rīgas 84. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,55.2,4,,,,1,,,2,,1,,
186,Rīgas 84. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,62.9,47,,,,,,4,14,19,10,,
186,Rīgas 84. vidusskola,Centralizētais eksāmens fizikā 12.klasē,60.7,3,,,,,,,1,2,,,
186,Rīgas 84. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,41.8,3,,,,1,,2,,,,,
185,Rīgas 86. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,59.9,28,,,1,3,3,2,5,3,5,6,
185,Rīgas 86. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,36.0,27,,,6,4,6,6,4,,,1,
185,Rīgas 86. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,52.9,31,,,1,3,3,8,6,2,4,3,1
185,Rīgas 86. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,40.0,27,,1,4,6,4,3,4,1,1,3,
185,Rīgas 86. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,38.0,1,,,,,1,,,,,,
185,Rīgas 86. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,24.7,1,,,,1,,,,,,,
185,Rīgas 88. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,59.6,36,,,,3,2,5,7,9,6,2,2
185,Rīgas 88. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,31.4,34,,,6,12,8,6,2,,,,
185,Rīgas 88. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,59.7,120,,,,6,10,16,30,22,21,15,
185,Rīgas 88. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,35.3,32,,1,8,6,4,5,2,5,1,,
185,Rīgas 88. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,43.7,2,,,,,1,,1,,,,
185,Rīgas 88. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,43.6,5,,,,1,1,1,1,1,,,
186,Rīgas 89. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,58.8,22,,,,1,1,5,4,6,3,1,1
186,Rīgas 89. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,69.9,9,,,,,,1,1,2,3,2,
186,Rīgas 89. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,36.8,23,,,2,7,3,5,6,,,,
186,Rīgas 89. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,58.8,53,,,1,3,8,4,8,13,10,5,1
186,Rīgas 89. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,30.2,24,1,2,5,6,5,1,2,,,2,
186,Rīgas 89. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,16.3,2,,1,,1,,,,,,,
186,Rīgas 89. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,41.0,2,,,,,,2,,,,,
186,Rīgas 89. vidusskola,Centralizētais eksāmens fizikā 12.klasē,50.9,3,,,,,,2,1,,,,
186,Rīgas 89. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,40.0,2,,,,,1,1,,,,,
186,Rīgas 9. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,64.3,22,,,,1,1,2,4,5,4,3,2
186,Rīgas 9. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,75.9,10,,,,,,1,,1,5,2,1
186,Rīgas 9. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,36.4,4,,,1,1,,1,1,,,,
186,Rīgas 9. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,37.0,30,,1,3,7,5,8,3,3,,,
186,Rīgas 9. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,19.3,29,1,6,11,6,3,2,,,,,
186,Rīgas 9. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,36.7,1,,,,,1,,,,,,
186,Rīgas 9. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,55.0,2,,,,,,1,,1,,,
185,Rīgas 92. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,55.3,28,,,1,1,4,6,5,4,2,5,
185,Rīgas 92. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,36.1,7,,,1,,4,2,,,,,
185,Rīgas 92. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,28.3,27,,1,5,10,5,6,,,,,
185,Rīgas 92. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,53.0,61,,,1,8,8,11,8,10,9,6,
185,Rīgas 92. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,31.6,27,,,8,6,7,3,,1,1,1,
185,Rīgas 92. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,44.0,1,,,,,,1,,,,,
185,Rīgas 92. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,29.3,1,,,,1,,,,,,,
185,Rīgas 92. vidusskola,Centralizētais eksāmens fizikā 12.klasē,51.0,2,,,,,,1,1,,,,
185,Rīgas 93. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,79.8,13,,,,,,1,,1,2,6,3
185,Rīgas 93. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,83.3,3,,,,,,,,,1,2,
185,Rīgas 93. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,62.7,12,,,,2,1,,1,2,2,3,1
185,Rīgas 93. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,56.7,16,,1,,,3,3,1,3,2,3,
185,Rīgas 93. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,35.4,16,,,1,7,2,3,3,,,,
185,Rīgas 93. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,23.1,27,2,6,7,6,2,,3,,1,,
185,Rīgas 93. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,54.2,18,,,,2,2,3,3,5,2,1,
185,Rīgas 93. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,33.3,2,,,,1,,1,,,,,
187,Rīgas 95. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,64.7,26,,,,1,,9,1,3,3,8,1
187,Rīgas 95. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,73.9,2,,,,,,,1,,,1,
187,Rīgas 95. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,41.0,26,,,,7,8,5,2,2,2,,
187,Rīgas 95. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,60.7,92,,,2,3,9,10,17,13,28,10,
187,Rīgas 95. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,43.6,26,,,1,6,4,7,4,1,2,,1
187,Rīgas 95. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,63.4,7,,,,1,1,,1,1,1,,2
187,Rīgas 95. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,40.7,3,,,1,1,,,,,,1,
187,Rīgas 95. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,42.4,28,,,1,3,6,8,9,1,,,
187,Rīgas 95. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,62.7,1,,,,,,,,1,,,
184,Rīgas 96. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,66.1,53,,,,1,4,3,10,10,13,11,1
184,Rīgas 96. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,55.9,47,,,,5,7,6,7,11,7,3,1
184,Rīgas 96. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,40.7,53,,,4,10,17,8,6,6,2,,
184,Rīgas 96. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,55.3,77,,,,5,12,9,14,26,8,3,
184,Rīgas 96. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,37.5,53,,2,7,14,7,10,6,1,2,3,1
184,Rīgas 96. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,25.2,47,2,7,14,8,7,5,2,,1,1,
184,Rīgas 96. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,58.4,7,,,,1,,,2,2,2,,
184,Rīgas 96. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,38.8,47,,1,2,9,15,11,6,3,,,
184,Rīgas 96. vidusskola,Centralizētais eksāmens fizikā 12.klasē,42.7,3,,,,1,,1,,1,,,
184,Rīgas 96. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,61.3,1,,,,,,,,1,,,
184,Rīgas 96. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,45.8,7,,,,1,1,3,,2,,,
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,86.0,77,,,,,,,1,3,11,33,29
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens vācu valodā 12.klasē,92.1,1,,,,,,,,,,,1
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,81.4,23,,,,,,,,3,6,10,4
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,62.7,79,,,,,4,12,23,14,16,7,3
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,48.9,79,,1,2,13,14,16,11,8,7,6,1
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,81.4,2,,,,,,,,,,2,
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,60.0,1,,,,,,,,1,,,
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,51.1,7,,,,,3,1,1,1,1,,
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,57.0,14,,,,,,4,4,5,,1,
187,Rīgas Angļu ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,63.3,59,,,,,3,4,14,22,10,5,1
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,66.0,26,,,,1,3,,1,8,10,2,1
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,48.8,3,,,,1,,1,,,1,,
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,38.8,24,,,,6,8,5,3,2,,,
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,58.6,44,,,,3,3,6,12,8,8,4,
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,50.5,25,,,1,2,4,7,4,3,1,3,
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,24.3,6,,,3,1,,2,,,,,
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens fizikā 12.klasē,50.9,3,,,,,1,1,,,1,,
184,Rīgas Anniņmuižas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,61.0,2,,,,,,,1,,1,,
187,Rīgas Arkādijas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,69.6,14,,,,,,1,4,2,2,5,
187,Rīgas Arkādijas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,42.5,17,,1,,3,6,2,,4,1,,
187,Rīgas Arkādijas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,42.9,14,,,1,2,5,1,3,1,1,,
187,Rīgas Arkādijas vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,57.1,64,,,2,,5,16,13,12,10,5,1
187,Rīgas Arkādijas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,52.7,14,,,1,1,5,1,1,,1,4,
187,Rīgas Arkādijas vidusskola,Centralizētais eksāmens fizikā 12.klasē,74.0,2,,,,,,,,1,,1,
187,Rīgas Arkādijas vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,49.7,2,,,,1,,,,,1,,
185,Rīgas Austrumu pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,49.2,21,,,,5,3,2,4,5,2,,
184,Rīgas Baleta skola (prof.) (strukt.),Centralizētais eksāmens angļu valodā 12.klasē,74.6,11,,,,,,,2,2,2,5,
184,Rīgas Baleta skola (prof.) (strukt.),Centralizētais eksāmens krievu valodā 12.klasei,91.5,1,,,,,,,,,,,1
184,Rīgas Baleta skola (prof.) (strukt.),Centralizētais eksāmens latviešu valodā 12.klasei,54.4,12,,,,1,3,1,3,2,1,,1
184,Rīgas Baleta skola (prof.) (strukt.),Centralizētais eksāmens matemātikā optimālajā līmenī,49.1,5,,,1,,,2,,,2,,
184,Rīgas Baleta skola (prof.) (strukt.),Centralizētais eksāmens matemātikā vispārīgajā līmenī,69.2,4,,,,,,1,,,1,2,
184,Rīgas Baleta skola (prof.) (strukt.),Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,75.5,1,,,,,,,,,1,,
184,Rīgas Baleta skola (prof.) (strukt.),Centralizētais eksāmens matemātikā 12.klasei,55.0,4,,,,1,,,1,1,,1,
184,Rīgas Baltmuižas pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,57.1,37,,,,6,4,3,4,9,8,3,
185,Rīgas Celtniecības koledža,Centralizētais eksāmens angļu valodā 12.klasē,59.8,95,,,7,6,4,12,14,14,15,22,1
185,Rīgas Celtniecības koledža,Centralizētais eksāmens latviešu valodā 12.klasei,48.7,92,,1,5,8,13,18,25,12,9,1,
185,Rīgas Celtniecības koledža,Centralizētais eksāmens matemātikā 12.klasei,34.3,93,4,7,11,17,25,8,11,3,5,2,
183,Rīgas Centra humanitārā vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,87.8,77,,,,,,,,,4,43,30
183,Rīgas Centra humanitārā vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,88.2,4,,,,,,,,,,2,2
183,Rīgas Centra humanitārā vidusskola,Centralizētais eksāmens franču valodā 12.klasē,69.1,1,,,,,,,,1,,,
183,Rīgas Centra humanitārā vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,72.3,78,,,,,1,2,10,20,24,17,4
